ghi_10min,air_temp,
162.2,16.2,1
192.1,17,1
221.1,17.88,1
248.6,19.36,1
276.2,20.66,1
301.8,22.02,1
328.2,22.36,1
355.2,22.78,1
379,23.04,1
401.2,23.5,1
422.3,23.5,1
443.7,23.72,1
463.6,23.98,1
482.6,24.02,1
500.7,24.56,1
516.9,24.9,1
529.9,25.14,1
543.3,25.88,1
553.8,26.1,1
564.1,26.3,1
572.1,26.88,1
579.3,26.64,1
584.3,26.7,1
588,27.42,1
589.8,27.04,1
589.7,27.82,1
587,28.28,1
583.6,27.8,1
580.5,28.26,1
574.6,28.42,1
566.5,28.68,1
557.1,29.1,1
545.2,28.36,1
534.9,28.22,1
519.6,29.62,1
507.1,28.92,1
490.8,29.32,1
474.3,29.18,1
456.2,29.7,1
437,28.84,1
414.6,29.3,1
393.6,29.4,1
368.4,28.94,1
344.9,29.16,1
321.3,29.6,1
290.1,29.3,1
267.1,29.06,1
239,29.06,1
215.2,28.86,1
186.3,28.8,1
161.2,28.5,1
132.6,27.9,1
105.1,27.7,1
91.5,27.42,1
51.85,27.04,1
22.21,26.6,1
3.77,26.1,1
1.69,14.2,1
4.68,14,1
8.17,14,1
14.91,14.2,1
22.13,14.6,1
30.59,14.82,1
43.17,14.9,1
46.57,15.1,1
39.89,15.2,1
57.05,15.32,1
74.23,15.5,1
69.67,15.7,1
86.7,16,1
76.77,16.2,1
89.4,16.4,1
81.3,16.44,1
99.9,16.6,1
98.7,16.8,1
101.5,16.7,1
123.6,16.7,1
121.1,16.84,1
91.4,16.94,1
90.4,17.04,1
114.9,17.3,1
111.8,17.4,1
94.1,17.4,1
80.2,17.4,1
101.4,17.4,1
55.54,17.2,1
56.56,16.9,1
51.09,16.48,1
83.6,16.2,1
127.4,16.1,1
128,16.2,1
116.4,16.4,1
97.3,16.5,1
148.4,16.56,1
99.4,16.6,1
137,16.7,1
177.7,16.94,1
169.5,17,1
183.7,17.2,1
161.4,17.3,1
209.4,17.4,1
214.6,17.78,1
189.2,18.1,1
271.1,18.4,1
360.9,18.9,1
218.9,19.6,1
134.6,19.8,1
120.4,19.68,1
84.1,19.5,1
71.5,19.1,1
88.5,18.8,1
95.2,18.58,1
87.4,18.7,1
36,18.7,1
57.61,18.5,1
22.9,18.3,1
20.1,18.3,1
17.28,18.18,1
16.58,18.1,1
3.45,18,1
1.09,18,1
0.09,12.6,1
1.26,12.5,1
3.01,12.5,1
6.53,12.5,1
14.09,12.44,1
8.66,12.4,1
7.65,12.54,1
10.9,12.4,1
7.1,12.5,1
13.82,12.5,1
18.65,12.5,1
18.52,12.4,1
14.78,12.4,1
14.71,12.5,1
20.34,12.6,1
27.97,12.6,1
36,12.6,1
50.81,12.44,1
48.07,12.4,1
65.71,12.6,1
83.6,12.6,1
56.7,12.7,1
75.62,12.7,1
86.7,12.7,1
56.84,12.7,1
144.9,12.8,1
204.3,13.1,1
167.7,13.2,1
209.8,13.2,1
126.9,13.5,1
65.47,13.4,1
83.4,13.22,1
70.75,13.2,1
187.2,13.24,1
160.5,13.5,1
107.7,13.6,1
133.9,13.5,1
178.5,13.6,1
109.5,13.8,1
141.8,13.8,1
197.3,14.14,1
205.1,14.5,1
434.7,14.8,1
139,15.1,1
40.39,14.72,1
100.9,13.88,1
196.1,13.7,1
238.2,14.1,1
48.49,14.4,1
64.17,14.2,1
102.7,14.3,1
96.7,14.4,1
104.1,14.4,1
79.82,14.48,1
47.97,14.3,1
35.82,14.1,1
33.41,13.9,1
26.26,13.9,1
22.82,13.7,1
18.69,13.5,1
16.29,13.3,1
8.06,13.3,1
1.07,13.2,1
3.08,9.4,1
5.62,9.5,1
31.05,9.5,1
34.2,9.6,1
105.3,10,1
126.9,10.4,1
151.9,10.5,1
185,10.9,1
210.1,11.4,1
237,11.8,1
265.6,12.1,1
290,12.5,1
320,12.88,1
358.4,13.2,1
104.4,13.4,1
494.2,13.54,1
392.3,14.2,1
471.8,14.76,1
280.1,13.9,1
387.5,13.02,1
670.7,13.82,1
618.6,14.54,1
358.7,15.24,1
582.3,14.6,1
113.1,13.58,1
210.4,12.9,1
657.1,13.1,1
730.9,14.46,1
619.9,14.5,1
110.1,14.84,1
647.6,15.12,1
708.4,16,1
610.5,16.16,1
691.6,16.2,1
731.1,16.8,1
484,16.48,1
135.1,15.6,1
596.4,15.84,1
648.6,16.64,1
561.8,16.9,1
558.1,16.44,1
526.6,16.7,1
505.5,17.1,1
486.8,16.94,1
468,17.2,1
450.1,17.28,1
429.8,17.14,1
404,17.66,1
382,17.6,1
358.4,17.7,1
332,17.6,1
303.9,17.76,1
277.3,17.9,1
251.6,17.9,1
225.6,17.8,1
197.6,17.7,1
167.8,17.6,1
138.1,17.5,1
109.7,17.3,1
86.3,17.06,1
46.44,16.8,1
16.29,16.4,1
2.98,16.08,1
4.51,6.5,1
5.84,6.5,1
26.74,6.66,1
34.9,6.8,1
104.3,7.2,1
131.5,7.86,1
160.6,8.5,1
191.2,9.06,1
221.1,9.6,1
250,10.2,1
278.6,11.08,1
306.1,11.7,1
333.1,11.9,1
359.3,12.2,1
385,12.3,1
408,12.6,1
430.8,13,1
450.2,13.6,1
473.7,13.92,1
492.7,14.76,1
501.8,15.12,1
513.6,16,1
545.2,16.56,1
553.4,17.2,1
569.6,16.4,1
580.3,16.02,1
590.5,16.2,1
596.1,16.8,1
599.3,16.8,1
602.5,17.2,1
604.5,17.82,1
606.9,18,1
602.9,18.38,1
600.7,17.78,1
597.2,18,1
592.3,17.8,1
585.7,17.62,1
577.5,18.1,1
566,17.8,1
553.2,18,1
540.9,17.9,1
525.9,17.84,1
509.4,17.7,1
493.6,18.14,1
474.1,18.28,1
454.2,18.2,1
432.5,18,1
409.4,18.1,1
384.6,18.02,1
360.2,18.1,1
334.2,18,1
307.9,17.5,1
280.6,17.4,1
250.9,17.5,1
224.5,17,1
195.6,17.08,1
165.4,16.9,1
136.8,16.8,1
108.2,16.6,1
83.7,16.5,1
44.29,16.2,1
14.75,15.9,1
2.56,15.6,1
8.35,3.9,1
16.76,4.4,1
48.24,4.86,1
55.91,5.28,1
119.6,5.78,1
91.6,6.28,1
128.1,6.7,1
133.1,7.2,1
70.31,7.46,1
134.6,7.6,1
309.2,8.36,1
262.8,9.84,1
252.1,11.36,1
369.3,13.16,1
258.7,13.88,1
209.9,13.7,1
389.1,14.2,1
334.1,14.02,1
309.7,14.78,1
387,14.94,1
438.9,15.8,1
332.1,15.8,1
497.8,15.7,1
535.4,15.78,1
343.1,15.2,1
554.9,15.92,1
622.6,15.9,1
742.4,16.3,1
605.2,16.62,1
537.3,16.4,1
573.8,17,1
620,17.48,1
575.4,18.1,1
439.5,17.9,1
576.1,17.8,1
591.6,18.24,1
594.3,18.4,1
531.5,17.88,1
557.7,18.82,1
555.2,18.5,1
651.6,18.66,1
331.5,18.9,1
303.4,18.9,1
252,17.88,1
331.1,18.3,1
494.8,18.66,1
242.3,19.58,1
261.6,19.1,1
418.7,18.7,1
350,18.3,1
308.9,18.06,1
285.4,18.7,1
256.3,18.8,1
227.8,18.8,1
200.9,18.8,1
173.2,18.3,1
145.2,18.1,1
117.6,17.9,1
89.6,17.6,1
72.58,17.4,1
25.73,17,1
6.54,16.8,1
4.5,16.5,1
1.53,3.2,1
10.24,2.9,1
30.87,3.14,1
72.01,4.08,1
110.6,4.6,1
137.1,5.2,1
166.8,5.88,1
197,7.1,1
226.2,8.48,1
253.9,9.2,1
281.8,9.5,1
308.2,10.26,1
334.3,10.68,1
360.4,11.12,1
384.9,11.5,1
408.2,11.62,1
430.4,12.4,1
451.5,12.6,1
471,12.42,1
490,13.02,1
506.7,13.6,1
522.7,14.32,1
536.6,14.38,1
549.2,14.8,1
559.9,15.1,1
570.3,15.54,1
576.9,15.62,1
584.6,16.18,1
589.1,15.84,1
590.2,16.26,1
589.3,16.34,1
592.9,15.92,1
588,16.7,1
588.6,17.58,1
584,17.4,1
575.6,17.4,1
568.8,17.04,1
559.8,17.52,1
546,17.46,1
535.9,18,1
519.7,18.48,1
505.5,18.68,1
487.9,18.5,1
470.7,19.1,1
451.7,18.8,1
426.7,18.88,1
406.8,18.94,1
382.9,18.46,1
358.8,18.52,1
333.8,18.3,1
305.5,18.8,1
280.2,18.8,1
253.5,18.6,1
225.5,18.4,1
197.4,18.4,1
168.9,18.6,1
125.6,18.1,1
111.8,17.86,1
109.3,17.7,1
49.87,17.4,1
13.06,16.8,1
3.77,16.2,1
4.05,7.68,1
5.3,7.6,1
27.28,7.7,1
40.31,8,1
89.9,8.4,1
118.1,8.68,1
144.9,9.1,1
174.4,9.68,1
204.3,10.44,1
232.2,11.42,1
259.8,12.28,1
286.8,13.1,1
312.9,14.4,1
339.9,15.04,1
363.1,15.7,1
388.1,15.18,1
411.2,15.3,1
433.3,15.7,1
459.9,16.3,1
484.7,16.32,1
521.6,16.5,1
461.8,16.7,1
546,16.94,1
524.9,17.16,1
537.2,17.3,1
493.5,17.88,1
437.8,17.7,1
553.8,17.7,1
562.7,18.18,1
431.1,18.3,1
646.7,18.46,1
524.1,18.6,1
528.1,18.22,1
599.7,18.22,1
486.6,18.14,1
542.4,18.16,1
575,18.62,1
554.3,18.8,1
541.8,19,1
529.6,19.4,1
514.5,19.5,1
498.2,19.34,1
484.4,19.46,1
467.1,19.6,1
449.3,20.1,1
427.5,19.7,1
406.2,19.9,1
384.6,19.9,1
359.8,19.96,1
333.9,20.1,1
308.5,19.98,1
283.1,19.7,1
257.3,20,1
228.7,20.26,1
200.1,20.5,1
171.4,20.4,1
143.1,19.8,1
115,19.6,1
88.3,19.26,1
56.16,18.9,1
22.15,18.46,1
5.02,18.02,1
3.84,17.42,1
4.56,7.3,1
20.6,7.5,1
33.25,8,1
72.93,8.2,1
98.7,9,1
130.4,10,1
191,10.82,1
244.5,11.98,1
276.4,12.92,1
287.7,13.62,1
308.1,14.24,1
391.3,14.1,1
500.9,14.74,1
168.9,14.66,1
194.3,14.58,1
159.3,14.16,1
176.9,14.28,1
218.9,14.3,1
245.8,14.66,1
217.5,14.8,1
171.9,14.6,1
261.8,14.7,1
220.3,15.1,1
77.35,15.3,1
29.18,15.08,1
42.98,13.88,1
111.3,13.06,1
166.3,12.24,1
123.7,11.92,1
53.4,11.9,1
36.97,11.6,1
79.09,11.3,1
115.6,11.3,1
129.2,11.6,1
127.4,11.5,1
108.2,11.6,1
98.3,11.5,1
142.8,11.6,1
64.65,11.6,1
47.38,11.5,1
75.07,11.26,1
56.16,11.1,1
31.91,11,1
119.6,11,1
72.6,11.08,1
57.51,11.1,1
86,11.08,1
94.9,10.92,1
187.5,11.14,1
124.1,11.6,1
77.52,11.88,1
84.7,12.08,1
65.45,12.1,1
84.4,12.1,1
102.5,12.2,1
84.3,12.2,1
60.66,12.2,1
50.92,12.2,1
50.45,12.12,1
35.3,12.1,1
13.19,12.1,1
9.77,12.1,1
4.35,9.3,1
20.61,9.3,1
29.44,9.4,1
34.67,9.5,1
35.36,9.78,1
38.75,10,1
37.12,10,1
30.15,10,1
79.66,10.1,1
91.5,10.32,1
109,10.6,1
103.8,10.8,1
82.3,11.1,1
109.6,11.2,1
117.2,11.2,1
137.8,11.3,1
149.8,11.6,1
156.3,11.96,1
236.1,12.3,1
171.5,12.6,1
129.7,12.7,1
65.75,12.5,1
65.98,11.72,1
94.8,11.1,1
98,11.2,1
102.4,11.3,1
39.53,10.9,1
16.39,10.2,1
27.83,9.22,1
30.33,9.2,1
34.56,9.2,1
43.77,8.9,1
46.37,8.8,1
122.5,8.9,1
136,9.1,1
517.3,9.5,1
237.6,10.08,1
189.9,10.3,1
119.4,10.18,1
180.7,10.1,1
159.9,10.22,1
145.2,10.1,1
133.2,10,1
147.3,10,1
143.6,9.9,1
89.3,9.8,1
87.7,9.8,1
178.4,9.8,1
222,10.1,1
225.3,10.12,1
205.9,10.2,1
166.9,10.3,1
173,10.4,1
54.89,10.22,1
26.2,10,1
17.8,9.9,1
17.42,9.8,1
9.29,9.7,1
5.71,9.5,1
2.98,9.4,1
3.75,9.3,1
1.84,9.1,1
2.33,6.78,1
8.7,6.7,1
23.12,6.7,1
39.32,6.7,1
124,7.34,1
140.9,8,1
169.3,8.5,1
195.6,9.04,1
223.3,9.8,1
251.7,10.3,1
277.9,10.3,1
305.9,10.3,1
331,10.4,1
356.5,10.5,1
380,10.6,1
402.2,10.8,1
423.5,11.4,1
443.4,11.5,1
463.2,11.9,1
480.3,11.9,1
496.6,12.24,1
513.6,13.12,1
542,12.76,1
544.6,13.5,1
589.8,13.68,1
200.1,13.26,1
586,13.36,1
623.5,13.88,1
690.7,13.9,1
718,13.6,1
158.8,13.7,1
582.2,13.84,1
591.8,14.62,1
649.4,14.42,1
620.1,15.44,1
77.33,14.14,1
553.8,14.08,1
542.2,14.4,1
523.2,14.56,1
542.8,15.54,1
394.9,16.18,1
217,14.7,1
477.3,15.18,1
474.8,14.7,1
436.7,15.06,1
411.5,15.02,1
376.7,15.3,1
350.8,14.8,1
322.7,14.88,1
295.5,14.94,1
267.4,14.7,1
240.6,14.7,1
214.2,14.7,1
186.8,14.3,1
155.9,14.22,1
128.5,14.1,1
122.4,13.8,1
71.31,13.6,1
25.58,13.42,1
14.26,13.3,1
2.55,13,1
5.43,4.1,1
7.08,4.46,1
17.74,4.6,1
68.97,4.5,1
101.8,4.9,1
126.2,5.3,1
154,5.84,1
184.5,6.4,1
213.7,7.2,1
241.2,7.8,1
268.1,8.1,1
294.8,9.02,1
320.1,9.46,1
344.9,9.9,1
367.6,10.46,1
391.1,11.4,1
411.8,12.2,1
432.1,12.26,1
452.4,11.9,1
469,12.24,1
484.9,12.1,1
500.6,12.3,1
515,12.88,1
526.8,13.6,1
537.4,13.96,1
546.4,13.3,1
549.7,13.76,1
556.1,13.7,1
561.9,13.8,1
565.7,14.28,1
567,14.6,1
563.9,14.96,1
567.3,14.9,1
560.6,15.22,1
558.5,14.98,1
550.7,15.5,1
543.7,15.54,1
531.8,15.42,1
521.8,15.8,1
504.5,15.68,1
490.3,16.24,1
474.8,15.76,1
454.1,15.6,1
436.8,16,1
419.2,15.8,1
394.5,15.58,1
369.9,15.72,1
352.1,15.56,1
329.4,15.4,1
304.8,15.02,1
280,15.3,1
252.5,15.1,1
226.4,15.18,1
197.8,14.7,1
170.1,14.7,1
142.3,14.3,1
135,14.2,1
98.4,13.9,1
25.14,13.7,1
17.07,13.5,1
5.31,13.2,1
4.66,12.96,1
3.61,3.6,1
13.89,3.7,1
46.68,4.1,1
85.9,4.36,1
116.6,4.7,1
142.2,5.28,1
171.9,6.28,1
202.2,7,1
231,7.66,1
257.4,8.54,1
284.7,9.28,1
310.9,10.2,1
335.8,11.4,1
359.4,12.1,1
382.8,12.1,1
404.1,12.24,1
425.2,11.8,1
445.1,11.9,1
463.6,11.8,1
479.9,12.1,1
495.2,12.8,1
509.1,13,1
522.9,13.34,1
535,13.78,1
543,13.9,1
550.3,13.96,1
556.9,14.1,1
561.9,14.4,1
565,14.3,1
567.3,14.72,1
567.1,14.8,1
564.9,15.08,1
563.2,14.78,1
558.5,15.2,1
552.5,15.06,1
542.9,15.8,1
533.7,16,1
520.8,15.78,1
505.5,16.02,1
496.5,15.84,1
482.5,16,1
464.3,16,1
447.9,15.96,1
427.7,16,1
403.7,16.08,1
385.2,15.78,1
361.5,16.1,1
337.5,16.3,1
311.8,16.18,1
287.3,16.4,1
261.5,16.2,1
234.4,16.14,1
206.9,15.94,1
178.9,16.1,1
149.6,15.9,1
142.8,15.6,1
109.9,15.44,1
28.58,15.2,1
31.04,15,1
9.18,14.8,1
6.6,14.48,1
2.08,5.9,1
10.92,5.8,1
22.51,5.88,1
71.48,6.1,1
101.7,6.46,1
126.3,7.02,1
154.5,7.48,1
184.2,7.98,1
212.8,8.5,1
238,9.3,1
265.5,10.1,1
292.6,11.92,1
316.2,12.2,1
340.8,13.1,1
363.9,14.3,1
386.8,14,1
407.1,14.38,1
426.5,14.4,1
443.9,14.44,1
461.5,14.68,1
476.5,15.08,1
491.1,15.46,1
502.5,15.7,1
514.4,15.6,1
523.7,15.6,1
530.1,16.32,1
537,16.2,1
541.3,16.4,1
545.2,16.9,1
547.6,16.9,1
546.7,17.1,1
546.7,17.5,1
544.3,17.3,1
538.7,17.8,1
530.8,17.86,1
523.3,18,1
515.4,18.04,1
504.6,17.9,1
491.3,18,1
477.5,18.18,1
461.1,18.3,1
445.7,18.36,1
428,18.6,1
409,19.04,1
390.7,18.1,1
368.8,18.3,1
346.9,18.28,1
324,18.6,1
298.2,18.42,1
274.7,18.6,1
248.8,18.2,1
222.9,18.4,1
196,18.08,1
167.5,18.08,1
139.7,18.42,1
132.9,18.2,1
98.2,17.64,1
24.21,17.06,1
26.06,16.72,1
7.47,16.46,1
5.22,16.1,1
1.95,6.32,1
11.74,6.06,1
24.81,6.1,1
72.15,6.48,1
103.3,7.1,1
130.5,7.5,1
160,8.08,1
188.2,8.64,1
216.5,10.06,1
244.1,11.3,1
269.7,11.88,1
295.9,12.8,1
321.6,13.52,1
345,14.5,1
368,14.52,1
386.8,14.3,1
407.3,14.42,1
429,14.8,1
447.7,15.2,1
465.3,15.8,1
481.2,15.64,1
494.2,16.5,1
508.9,16.54,1
523,16.78,1
531.8,16.7,1
541.6,17.5,1
541.5,17.96,1
546.3,18.72,1
545.7,18.2,1
548.2,18.54,1
555.1,18.6,1
552.2,19.4,1
547,19.1,1
545.7,19,1
534.7,19.58,1
527.3,19.48,1
521.4,19.26,1
506.8,19.56,1
498,19.72,1
478.1,19.92,1
466.8,19.82,1
452,20.1,1
431.2,19.7,1
413,19.82,1
392.5,19.7,1
372.7,20.4,1
348.1,20,1
325.1,19.68,1
297.8,20.1,1
272.5,20.1,1
246.6,20.1,1
218.7,19.72,1
189.4,20,1
163,19.8,1
132.4,19.3,1
136.3,19.1,1
95.9,18.64,1
25.51,18,1
22.93,17.5,1
5.78,16.9,1
3.84,16.3,1
0.11,8.8,1
0.71,8.9,1
1.44,8.8,1
1.8,8.8,1
2.21,8.9,1
3.44,9,1
7.15,9.1,1
11.35,9.1,1
17.51,9.1,1
18.52,9.2,1
23.96,9.3,1
46.79,9.46,1
43.08,9.6,1
60.34,9.8,1
35.2,9.9,1
35.66,10,1
44.18,10.2,1
40.62,10.3,1
46.74,10.4,1
44.5,10.4,1
66.18,10.3,1
117.2,10.2,1
67.68,10.4,1
92.9,10.3,1
37.59,10.26,1
80.2,10.3,1
70.82,10.4,1
81.1,10.6,1
78.68,10.7,1
169.9,10.8,1
216.5,11.16,1
113.2,11.5,1
165.8,11.4,1
78.46,11.5,1
131.5,11.7,1
153.2,12.6,1
639.3,12.8,1
95.7,13.26,1
229.9,13.5,1
532.4,15.26,1
207.3,15.16,1
298.3,14.98,1
474,15.7,1
430.7,15.8,1
430.4,16.1,1
467.7,16.4,1
189.4,16.22,1
64.11,15.48,1
60.6,11.72,1
97.9,10.1,1
354.9,9.9,1
88.4,10.4,1
55.94,10.3,1
107.8,10.4,1
143.5,11.06,1
50.91,11.2,1
33.39,10.94,1
37.78,10.7,1
11.61,10.5,1
2.78,10.02,1
3.13,4.66,1
3.36,4.9,1
8.58,4.5,1
19.33,4.3,1
93.7,4.4,1
122.8,5.06,1
125.2,5.6,1
182.8,6.3,1
212,6.7,1
240.2,7,1
267,7.86,1
294.3,8.82,1
320.2,9.7,1
345.2,9.8,1
369.1,9.8,1
391.1,9.9,1
412.4,10.4,1
432.1,10.4,1
450.6,10.24,1
469.3,10.28,1
484.8,10.56,1
499.7,10.9,1
512.9,11.12,1
523.9,11.24,1
533.2,11.46,1
542,11.8,1
548.9,11.9,1
553.4,12.3,1
556.6,12.24,1
559.6,12.5,1
558.1,12.74,1
558.1,13.1,1
556.6,12.94,1
552.2,12.8,1
545.6,13.3,1
538.4,13.3,1
528.1,13,1
517.7,13.3,1
504.8,13.68,1
491.8,13.7,1
476.8,13.84,1
461.4,13.9,1
443.6,13.8,1
424.3,14.1,1
405,13.9,1
382.7,14.1,1
360.5,14.1,1
337.7,14.1,1
317.2,14,1
283.6,14.2,1
235.9,14.04,1
239.8,14,1
210.1,14.02,1
181.3,14.1,1
152.3,13.9,1
143.4,13.9,1
137.1,13.7,1
30.37,13.5,1
14.52,13.3,1
8.55,13.1,1
3.68,12.8,1
1.83,2.6,1
13.28,2.6,1
42.37,3.22,1
74.11,4.02,1
104.3,4.94,1
136.5,5.78,1
156.7,6.5,1
189.3,7.02,1
202,7.5,1
236,7.98,1
271.2,8.4,1
263.7,8.8,1
310.2,9.08,1
344.5,9.6,1
365.2,9.96,1
395.6,10.1,1
344.6,10.32,1
360.2,10.4,1
485.8,10.8,1
400.8,12.1,1
435,11.12,1
507.7,12.2,1
420.8,12.5,1
479.3,12.5,1
305.9,12.24,1
479.3,12.7,1
504.5,13.04,1
305.2,13.02,1
320.6,13,1
559.7,14.14,1
453.7,14.12,1
580.8,14.24,1
582.1,14.4,1
383,14.8,1
588,14.92,1
191.8,14.5,1
193.4,14.26,1
238.5,14.2,1
559.1,15.06,1
188.6,15.48,1
180,14.7,1
205.3,14.7,1
246.4,14.72,1
446.7,15.08,1
194,15.7,1
408.3,15.1,1
208.4,15.22,1
172.1,14.88,1
170.1,14.8,1
263.8,15.08,1
139,15.2,1
131.2,15.02,1
166,15.08,1
110.9,14.8,1
98.2,14.5,1
67.47,14.3,1
84.5,14.1,1
40.21,13.88,1
18.37,13.5,1
3.21,13.3,1
3.23,4.5,1
6.15,4.7,1
20.16,5.2,1
36.6,5.54,1
49.87,5.82,1
97.8,6.4,1
120.1,6.74,1
162.6,7,1
187.8,7.5,1
221.6,8.66,1
254.1,9.9,1
286,10.28,1
280.5,11.4,1
326.6,11.84,1
351.5,12.3,1
335.5,12.32,1
369.7,12.6,1
393.9,13.9,1
381.9,13.74,1
445.6,14,1
444.6,14.46,1
428.2,14.1,1
407.2,14.5,1
462.7,14.76,1
460.3,14.96,1
512.2,15.58,1
520.9,14.9,1
520.8,15.5,1
498.6,15.66,1
526.4,15.82,1
546.9,16.42,1
558.2,17.5,1
535,17.02,1
516.8,17.1,1
532.1,17.32,1
528,17.3,1
493.1,17.42,1
484.8,17.6,1
397,17.76,1
428.9,17.7,1
352.6,18.14,1
341.9,18,1
435.6,17.8,1
362.8,17.6,1
151.1,17.54,1
245.9,17.3,1
225.3,17.2,1
285.6,17.2,1
264.7,17.2,1
146.8,17.2,1
231.9,16.9,1
192,16.8,1
173.1,17,1
164.7,16.8,1
151.1,16.64,1
127.4,16.54,1
122.4,16.3,1
41.8,16.08,1
19.64,15.8,1
4.92,15.5,1
3.9,6.9,1
4.59,6.3,1
19.52,6.7,1
76.6,6.8,1
78.86,6.7,1
107,7.38,1
129.4,8,1
158,8,1
185.1,8.7,1
213.4,9.12,1
241.1,9.88,1
266,10.64,1
289.8,11.66,1
312.4,12.44,1
334.9,13.3,1
353.9,14.16,1
376,13.9,1
395.4,14.48,1
413.7,14.8,1
428.8,15.1,1
446.9,15,1
459.1,15.3,1
470.2,15.3,1
482.5,15.98,1
493.1,16.08,1
502.6,16.34,1
509.7,16.68,1
513.8,16.86,1
517.7,17.2,1
520,16.9,1
520,17.2,1
518,17.96,1
513.7,17.64,1
511,17.6,1
502.3,18.5,1
495.6,18.66,1
487.3,18.8,1
475.4,18.8,1
464.5,18.88,1
448.5,19.2,1
436.8,19.08,1
420.2,18.92,1
403.4,19.1,1
385.9,19,1
365.1,18.9,1
344.1,19,1
323,18.86,1
300.7,19,1
277.2,18.88,1
255.1,19,1
232.5,18.8,1
210.6,18.62,1
190.6,18.5,1
168.2,18.4,1
148.1,18.3,1
137.3,18.3,1
105.4,18.2,1
45.67,17.96,1
21.29,17.8,1
4.64,17.6,1
4.3,6.7,1
4.93,6.6,1
32.32,6.42,1
73.81,7,1
76.6,7.4,1
115.7,7.8,1
139.6,8.36,1
165.4,8.9,1
193.8,9.42,1
220.1,10.36,1
247.3,10.96,1
270.1,11.2,1
295.8,11.38,1
272.2,11.9,1
342.6,12.52,1
364.6,12.6,1
381.5,12.7,1
403.6,13.1,1
423.1,13.4,1
437.9,13.7,1
455,14.52,1
469.5,15.3,1
482.4,15.7,1
492.9,15.5,1
500.6,15.86,1
507.9,16.54,1
512.9,17.1,1
516.5,17.8,1
518.8,17.92,1
517.7,17.26,1
528.2,18.22,1
521.6,18.64,1
512.2,18.4,1
518.4,18.8,1
511.8,19.3,1
503.9,19.54,1
495.2,19.1,1
480.5,19.9,1
473.2,19.8,1
460.4,19.34,1
440.9,20,1
430.2,19.8,1
410.7,20.56,1
391.9,20.7,1
371,21.06,1
350.5,20.7,1
319.1,20.9,1
299.5,21.1,1
278.7,20.9,1
254.7,20.9,1
227.8,20.7,1
201.5,20.64,1
171.3,20.4,1
146.3,20.4,1
124.1,20.1,1
122.6,19.9,1
59.1,19.8,1
38.84,19.5,1
10.33,19.1,1
2.36,18.9,1
5.43,9.1,1
8.76,9,1
29.86,9,1
54.87,9.2,1
80.1,9.5,1
106.6,9.84,1
137,10.6,1
176.6,11.4,1
206.4,12.18,1
223.7,12.58,1
176.6,13.36,1
270.2,14.04,1
297.5,15.04,1
327,15.94,1
280.6,16.6,1
375.5,16.5,1
393.1,16.6,1
431.6,16.6,1
436.9,16.64,1
440.6,17.76,1
451.4,17.36,1
466.7,17.6,1
481.2,17.7,1
496,18,1
521.8,18.6,1
540.7,19.1,1
264,18.8,1
392.1,18.8,1
313,18.8,1
406,18.9,1
541,19.2,1
528.2,19.3,1
510.2,19.6,1
415.1,19.28,1
564.3,19.5,1
507.3,19.5,1
488.6,20,1
473.1,20,1
463.9,20.2,1
449.6,19.8,1
346.1,20.2,1
412.2,20,1
391.5,20.2,1
374.9,20.2,1
356.5,20.6,1
335.1,20.16,1
311.4,20.2,1
290.5,20.54,1
272.5,20.4,1
243.3,20.4,1
215.5,20.5,1
188.8,20.2,1
163.3,20.1,1
136.2,19.9,1
103.5,19.6,1
77.61,19.5,1
48.67,19.1,1
17.19,18.9,1
5.51,18.52,1
3.53,18.1,1
4.07,8.64,1
26.41,8.76,1
57.07,9.34,1
88.3,9.7,1
110,9.9,1
105.8,10.2,1
66.99,10.5,1
184.5,10.62,1
143.8,11.06,1
215.3,11.44,1
276.1,12.54,1
291.1,14.14,1
297.7,15.04,1
314.7,16.16,1
378.2,16.58,1
350.9,17.24,1
436.8,17.2,1
322.4,17.1,1
469.1,16.8,1
425.1,17.34,1
492.6,17.9,1
503.7,18.26,1
503.8,18.5,1
415.9,18.6,1
436.5,18.9,1
214.3,18.94,1
535.4,19.34,1
449.2,19.9,1
422.3,20.1,1
438.2,19.92,1
410.7,19.9,1
566.1,19.92,1
540.7,20.3,1
512.8,20.9,1
398,21.1,1
361.5,21.5,1
477.2,20.94,1
399,21.3,1
432.2,21.6,1
381.2,21.9,1
421.2,22.16,1
314.2,21.6,1
259,21.6,1
226.1,21.2,1
194.3,21.1,1
199.4,20.8,1
364.3,21.1,1
264.8,21.28,1
182.3,21.22,1
155.2,21.1,1
101.3,20.8,1
93,20.4,1
109.7,20.2,1
80.1,20.02,1
81.2,19.82,1
66.14,19.52,1
44.47,19.2,1
17.66,18.9,1
3.63,18.46,1
3.84,9.68,1
8,9.32,1
27.99,9.6,1
19.25,9.4,1
21.58,9.2,1
102.7,9.8,1
128.8,10.02,1
183.8,10.88,1
222.5,12.64,1
148.9,12.7,1
284.1,13.36,1
390.7,14.5,1
189.2,14.82,1
127.7,14.94,1
175.1,15.4,1
184.3,15.4,1
218.6,15.2,1
172.9,15.3,1
205.5,15.8,1
311.2,15.82,1
220.5,15.94,1
193.6,15.9,1
232.5,16.2,1
206.3,16.54,1
217.2,16.46,1
255.8,16.8,1
282.3,16.8,1
572.7,17.1,1
441.7,17.76,1
