ghi,air_temp,,
284,19.88,3464,1
459.4,24,3465,1
598.7,27.1,3466,1
690.7,29.6,3467,1
723.6,31.64,3468,1
697.1,32.7,3469,1
611,34.08,3470,1
475.7,34.3,3471,1
305.5,34.58,3472,1
116.6,33.4,3473,1
3.68,14.1,3474,1
185,17.94,3475,1
368.6,22.26,3476,1
527.4,24.42,3477,1
642.1,27.4,3478,1
706.6,29.16,3479,1
707,29.82,3480,1
647.3,30.4,3481,1
543.5,30.9,3482,1
397.9,30.9,3483,1
191.8,30.8,3484,1
16.43,28.3,3485,1
94.1,12.08,3486,1
276.5,16.14,3487,1
444.6,19.32,3488,1
580.9,22.58,3489,1
667.8,24.5,3490,1
697.6,26.3,3491,1
680.5,27.98,3492,1
613.5,29.28,3493,1
452.2,29.3,3494,1
275.4,28.9,3495,1
103.8,29,3496,1
10.7,13.2,3497,1
182.7,15.8,3498,1
385.2,19.18,3499,1
525.6,22.3,3500,1
639.6,25.5,3501,1
656.3,27.62,3502,1
684.4,28.84,3503,1
615.9,29.1,3504,1
510.1,30.24,3505,1
345.6,30.4,3506,1
167.4,29.84,3507,1
3.41,27.8,3508,1
137.1,15.44,3509,1
329.8,18.4,3510,1
499.8,20.94,3511,1
623.4,24.1,3512,1
690.6,26.4,3513,1
700.9,28.56,3514,1
659.2,29.48,3515,1
559.7,30.4,3516,1
413.3,30.5,3517,1
234.6,30.5,3518,1
49.92,28.92,3519,1
74.32,14.8,3520,1
271.9,18.86,3521,1
423.5,26.2,3522,1
560.5,28.06,3523,1
647.3,29.7,3524,1
686,31.3,3525,1
665.4,33.2,3526,1
623,32.9,3527,1
463.8,32.9,3528,1
186.8,32.7,3529,1
111.9,31,3530,1
6.57,11.7,3531,1
148.7,14.36,3532,1
312.9,16.9,3533,1
517.5,20,3534,1
613,21.52,3535,1
543.4,23.26,3536,1
616.9,22.8,3537,1
460.6,22,3538,1
274.9,21.86,3539,1
62.09,20.7,3540,1
27.78,19.5,3541,1
13.03,19.2,3542,1
45.62,15.1,3543,1
253.4,15.92,3544,1
87,16.54,3545,1
296.5,18.68,3546,1
137.9,19.6,3547,1
606.8,20.2,3548,1
386.7,21,3549,1
323.4,21.5,3550,1
207.4,21.5,3551,1
103.4,20.8,3552,1
23.86,20.3,3553,1
49.2,11.7,3554,1
234.9,15.2,3555,1
414.1,18.64,3556,1
562,20.6,3557,1
486.9,22.76,3558,1
456.5,23.14,3559,1
712.4,23.98,3560,1
318.2,24.3,3561,1
312,23.8,3562,1
109.3,23,3563,1
34.11,21.9,3564,1
71.95,11.9,3565,1
90,15.5,3566,1
420.9,19,3567,1
550.9,20.8,3568,1
553.3,22.96,3569,1
466.2,23.2,3570,1
690.7,24.3,3571,1
684.4,23.86,3572,1
152.5,22.4,3573,1
154,22.5,3574,1
72.58,21.4,3575,1
15.03,13.9,3576,1
214.5,16.6,3577,1
385.7,18.72,3578,1
527.3,20.46,3579,1
620.8,21.6,3580,1
658.5,22.56,3581,1
637.8,24.68,3582,1
558.4,25.2,3583,1
430.5,25.8,3584,1
250.2,25.6,3585,1
83.6,24.6,3586,1
12.7,10.44,3587,1
197.5,14.04,3588,1
371.1,21,3589,1
513.4,22.6,3590,1
614.3,25.12,3591,1
655.8,26.4,3592,1
640.2,27.5,3593,1
563,27.2,3594,1
440.3,28.1,3595,1
277.1,27.1,3596,1
100.8,26.7,3597,1
7.94,14,3598,1
182,15.9,3599,1
370.6,18.4,3600,1
527.1,20.8,3601,1
467,22.16,3602,1
177.6,22.36,3603,1
228.8,21.7,3604,1
194.2,21,3605,1
95.4,20.6,3606,1
74.92,21.1,3607,1
58.23,19.7,3608,1
6.7,9.3,3609,1
215.8,11.54,3610,1
108,14.5,3611,1
503.8,15.8,3612,1
599.3,17.9,3613,1
649.5,18.6,3614,1
518.2,20.2,3615,1
583.8,20.4,3616,1
459.6,21.3,3617,1
307.4,20.88,3618,1
113.9,20.3,3619,1
3.64,8.7,3620,1
191.3,11.74,3621,1
374.7,14.56,3622,1
496,18.7,3623,1
590.9,20.1,3624,1
600.6,21.48,3625,1
542.6,22.72,3626,1
577,23.68,3627,1
512.4,23.66,3628,1
318.7,24.56,3629,1
32.61,23.2,3630,1
11.58,14.4,3631,1
87.6,15.1,3632,1
248.2,17.8,3633,1
416.4,20.58,3634,1
368.4,21.3,3635,1
460.3,23.3,3636,1
442.3,24.02,3637,1
218.3,23.5,3638,1
231.1,23.4,3639,1
234,23.9,3640,1
69.13,23.34,3641,1
22.48,9.4,3642,1
208.8,13.2,3643,1
373.8,17.88,3644,1
509.4,21.3,3645,1
596.7,23.1,3646,1
629.6,23.94,3647,1
602,25.48,3648,1
528.2,26.22,3649,1
380.4,26.5,3650,1
228.7,25.1,3651,1
45.76,23.42,3652,1
3.6,17.3,3653,1
16.06,14.58,3654,1
56.91,13.86,3655,1
82.2,14,3656,1
262.6,14.8,3657,1
859,17.36,3658,1
702.8,18.7,3659,1
462.6,19.56,3660,1
390.2,20,3661,1
52.48,19.6,3662,1
7.69,19,3663,1
72.82,10.28,3664,1
256.5,13.94,3665,1
450,15.62,3666,1
565.3,16.7,3667,1
685.1,18.4,3668,1
641.1,19,3669,1
595.5,20.26,3670,1
496.2,20.42,3671,1
345.7,20.28,3672,1
167.6,19.6,3673,1
5.07,18.3,3674,1
108.4,7.3,3675,1
301.7,12.24,3676,1
480,15.08,3677,1
550.4,16.7,3678,1
654.4,18.92,3679,1
415.4,20.18,3680,1
572.7,21.3,3681,1
255.5,20.8,3682,1
317.9,21.1,3683,1
133.7,20.5,3684,1
2.77,6.9,3685,1
158.5,10.34,3686,1
330.6,13.7,3687,1
472.2,17.6,3688,1
568,19.9,3689,1
612.1,21.7,3690,1
597.9,22.8,3691,1
524.8,23.7,3692,1
406.5,24.5,3693,1
252.6,24.4,3694,1
80.4,23.6,3695,1
19.67,12.1,3696,1
236.4,15.9,3697,1
237.2,19.7,3698,1
376.5,20.72,3699,1
626.2,21.6,3700,1
605.9,24.22,3701,1
641.1,24.92,3702,1
495.5,25.6,3703,1
360.9,26.2,3704,1
195.3,25.8,3705,1
23.4,24.48,3706,1
43.62,13.3,3707,1
137.3,17.38,3708,1
350.3,21.58,3709,1
515.4,24.6,3710,1
630.9,25.8,3711,1
515.1,26.6,3712,1
366.2,27.32,3713,1
168,27.4,3714,1
209.5,26.5,3715,1
69.89,25.3,3716,1
4.2,15.2,3717,1
149.4,16.7,3718,1
201.4,18.62,3719,1
113.1,18.42,3720,1
52.18,17.7,3721,1
260.9,18,3722,1
187.1,18.6,3723,1
39.39,17.26,3724,1
20.24,15.96,3725,1
8.09,15.3,3726,1
2.41,14.4,3727,1
13.54,11.2,3728,1
42.18,11.5,3729,1
135.6,11.94,3730,1
222.3,13.5,3731,1
199.7,14,3732,1
172.8,14.6,3733,1
163.9,15.6,3734,1
550,18.38,3735,1
129.9,17.88,3736,1
163.9,17.56,3737,1
5.08,15.28,3738,1
131.2,6.2,3739,1
296.6,9.78,3740,1
447.9,13.38,3741,1
552.7,13.76,3742,1
609.4,15.5,3743,1
601.5,17,3744,1
540.1,17.96,3745,1
425.1,18.5,3746,1
267.6,18.6,3747,1
96.9,17.9,3748,1
21.01,5.3,3749,1
165.1,7.76,3750,1
384.6,12.6,3751,1
465.8,14.42,3752,1
577.1,16.94,3753,1
600.4,17.82,3754,1
563.5,19.08,3755,1
476.3,19.16,3756,1
338.9,18.9,3757,1
155.9,18.9,3758,1
8.36,16.5,3759,1
93.2,8.9,3760,1
229.5,13.3,3761,1
378.1,16.1,3762,1
343.4,16.84,3763,1
585.2,18.4,3764,1
580.5,19.5,3765,1
512.2,20,3766,1
402.3,20.7,3767,1
250.6,20.3,3768,1
88.9,19.8,3769,1
8.46,7.8,3770,1
190.1,11.56,3771,1
354.1,16.96,3772,1
484,18.52,3773,1
568.7,20.2,3774,1
594.1,21.84,3775,1
560.8,22.84,3776,1
470.9,23.2,3777,1
329.1,24,3778,1
179,23.22,3779,1
2.14,20.2,3780,1
135.5,13.06,3781,1
202.8,15.8,3782,1
441.7,18.7,3783,1
536.4,21.6,3784,1
586.6,24.2,3785,1
579,25.16,3786,1
498.4,25.92,3787,1
374.7,26.48,3788,1
217.2,25,3789,1
51.29,24,3790,1
23.02,9.22,3791,1
220.6,13.98,3792,1
377.8,17.5,3793,1
495.6,19.74,3794,1
564.3,21.72,3795,1
573.7,23.02,3796,1
525.4,23.66,3797,1
426.1,24.04,3798,1
283.1,24.3,3799,1
113,23.4,3800,1
1.85,13.2,3801,1
137.3,13.1,3802,1
280.3,16.92,3803,1
448.4,20.6,3804,1
488.4,22.2,3805,1
584,23.7,3806,1
515.1,25.34,3807,1
437.2,25.6,3808,1
349.7,25.7,3809,1
88.7,24.48,3810,1
15.44,23.2,3811,1
102.4,11.6,3812,1
266,15.54,3813,1
409.9,19.5,3814,1
509.9,21.5,3815,1
559,23.86,3816,1
551.3,24.82,3817,1
488.8,25.48,3818,1
375.8,26,3819,1
225,25.6,3820,1
70.93,24.32,3821,1
28.8,11.1,3822,1
220.6,15.2,3823,1
375.3,18.3,3824,1
491.9,20.2,3825,1
556.5,22.16,3826,1
563.5,22.32,3827,1
513.3,23.48,3828,1
411.2,24.04,3829,1
265.5,24.34,3830,1
110.4,23.1,3831,1
6.11,11.5,3832,1
107.8,12.4,3833,1
345.5,14.68,3834,1
360,16.14,3835,1
195.2,16.42,3836,1
190.3,16.9,3837,1
77.6,16.7,3838,1
110.4,16.8,3839,1
45.79,16.9,3840,1
110.6,16.86,3841,1
2.97,16.6,3842,1
43.91,12,3843,1
56.59,14.2,3844,1
190.7,15.1,3845,1
200.7,15.4,3846,1
514.1,17.08,3847,1
341.7,17.44,3848,1
499.5,18.34,3849,1
265.4,18.5,3850,1
172.4,17.88,3851,1
8.46,15.94,3852,1
11.45,12.4,3853,1
57.94,13,3854,1
49.76,13.2,3855,1
76.14,13.7,3856,1
99.5,14.6,3857,1
71.34,14.3,3858,1
82.7,14.52,3859,1
45.16,14.6,3860,1
25.13,15,3861,1
8.92,14.9,3862,1
10.11,12.8,3863,1
81.6,13,3864,1
192.1,14.4,3865,1
344.9,16.5,3866,1
201.9,17.26,3867,1
465,17.52,3868,1
419.8,18.16,3869,1
366.4,18.5,3870,1
220.3,18.3,3871,1
17.72,15.84,3872,1
54.77,10.02,3873,1
90.9,11.54,3874,1
370.5,14.06,3875,1
471.1,16.2,3876,1
527.7,17.8,3877,1
538,18.7,3878,1
370.6,18.48,3879,1
402.1,19.24,3880,1
248.8,17.88,3881,1
79.35,17.44,3882,1
26.37,3.4,3883,1
212,6.18,3884,1
212,8.5,3885,1
432,11,3886,1
461.4,13.76,3887,1
282.3,13.68,3888,1
236.9,14.7,3889,1
158.5,14.2,3890,1
184.9,14.16,3891,1
43.59,13.8,3892,1
15.81,3.2,3893,1
202.3,7.02,3894,1
350.5,12.26,3895,1
470.3,14.5,3896,1
541.7,16.76,3897,1
549.7,17.9,3898,1
484.6,18.3,3899,1
402.1,18.8,3900,1
271.5,18.42,3901,1
101.3,17.38,3902,1
17.15,5.62,3903,1
99.7,6.9,3904,1
149.6,8.7,3905,1
466.3,13.04,3906,1
584,16.02,3907,1
412.1,16.56,3908,1
333.3,16.9,3909,1
485.5,17.54,3910,1
79.3,17.08,3911,1
26.07,15.5,3912,1
8.39,10.7,3913,1
24.45,11.6,3914,1
71.29,12.1,3915,1
104.7,12.24,3916,1
153.3,15.22,3917,1
124.5,16.2,3918,1
198.8,13.36,3919,1
140.4,16.2,3920,1
73.06,16,3921,1
16.82,15.5,3922,1
2.62,10.9,3923,1
30.39,11,3924,1
63.5,11.1,3925,1
51.87,11.2,3926,1
43.95,11.2,3927,1
82.2,11.88,3928,1
72.92,12.26,3929,1
37.11,12.14,3930,1
27.32,11.6,3931,1
15.44,11.9,3932,1
22.48,7.7,3933,1
301.8,8.5,3934,1
267.2,9.9,3935,1
421.1,12.04,3936,1
622,14.3,3937,1
465.7,14.6,3938,1
250.3,15.32,3939,1
159.4,15.1,3940,1
69.24,13.86,3941,1
19.03,13.1,3942,1
8.55,11.12,3943,1
25.44,11.4,3944,1
49.93,11.7,3945,1
70.72,12,3946,1
88,12.2,3947,1
66.43,12.6,3948,1
67.13,12.9,3949,1
78.19,13.4,3950,1
46.26,13.9,3951,1
17.49,14.1,3952,1
75.55,5.6,3953,1
102.9,7,3954,1
190.6,9,3955,1
254.6,9.6,3956,1
573.6,12.8,3957,1
524.3,14.9,3958,1
153.4,14,3959,1
110,13.6,3960,1
65.81,13.4,3961,1
8.81,12.6,3962,1
59.78,3.6,3963,1
237.5,8,3964,1
383.6,10.3,3965,1
457.3,13.3,3966,1
526.4,14.9,3967,1
502.1,15.92,3968,1
451.5,16.8,3969,1
330.4,17,3970,1
185.1,16.88,3971,1
14.86,15.1,3972,1
92.4,7.9,3973,1
215.5,12.9,3974,1
382.3,14.1,3975,1
474.1,15.52,3976,1
509.7,16.72,3977,1
490.5,17.62,3978,1
418.4,18.6,3979,1
297.6,18.4,3980,1
145.8,17.9,3981,1
1.64,16.6,3982,1
129.9,8.28,3983,1
275.6,12.7,3984,1
399.4,15.2,3985,1
483.3,16.8,3986,1
511,19.14,3987,1
496.6,20.12,3988,1
398.1,20.46,3989,1
216.9,21,3990,1
137.4,20,3991,1
0.83,8.66,3992,1
137.4,10.7,3993,1
263.3,14.5,3994,1
382.6,18.04,3995,1
494.7,19.34,3996,1
504.5,20.7,3997,1
461.6,21.2,3998,1
373.1,21,3999,1
246.9,21.78,4000,1
28.89,20.4,4001,1
21.31,5.2,4002,1
184.4,8.5,4003,1
343.5,12.6,4004,1
486.6,14.72,4005,1
485.8,16.48,4006,1
178.3,16.16,4007,1
226.5,16.48,4008,1
336.8,17.72,4009,1
187.8,18,4010,1
19.52,15.8,4011,1
3.62,13.2,4012,1
62.92,12.8,4013,1
157.2,14,4014,1
100.9,14.2,4015,1
211.2,13.5,4016,1
210,14.92,4017,1
299.2,16.1,4018,1
121.3,15.9,4019,1
39.16,15.8,4020,1
1.6,15.16,4021,1
7.87,11,4022,1
38.76,11.3,4023,1
124.3,12,4024,1
44.05,13.16,4025,1
71.84,11.3,4026,1
60.06,11.4,4027,1
201.4,11.9,4028,1
117.2,13.3,4029,1
21.68,13,4030,1
1.64,11.8,4031,1
66.66,12.4,4032,1
195.8,14.56,4033,1
249.9,17.72,4034,1
433.9,19.14,4035,1
526.2,20.96,4036,1
587.6,21.34,4037,1
222.2,20.1,4038,1
227.8,19,4039,1
15.98,17,4040,1
2.2,10.8,4041,1
19.75,11,4042,1
92.3,11.3,4043,1
44.62,12.2,4044,1
47.77,12,4045,1
86.4,12.3,4046,1
35.41,12.6,4047,1
214.7,12.3,4048,1
133.9,13.2,4049,1
0.96,12.76,4050,1
43.86,14.7,4051,1
66.09,15.6,4052,1
35.74,16,4053,1
98.4,17.22,4054,1
150,16.6,4055,1
137.4,16.42,4056,1
90.8,17.3,4057,1
9.72,16.1,4058,1
8.93,16.2,4059,1
3.71,13.1,4060,1
55.33,12.9,4061,1
119.8,14.7,4062,1
381.6,17.1,4063,1
481.8,18.46,4064,1
536.9,18.86,4065,1
132.7,19.2,4066,1
172.2,18.98,4067,1
208.2,19.96,4068,1
20.08,18.82,4069,1
10.01,13.3,4070,1
76.03,14.1,4071,1
152.7,15.6,4072,1
254.1,17,4073,1
200.2,17.5,4074,1
265.7,18.7,4075,1
171.6,18.3,4076,1
133.5,17.9,4077,1
92.4,18.1,4078,1
12.35,17.4,4079,1
6.86,13.3,4080,1
124.3,13.8,4081,1
252.5,15.42,4082,1
281.3,17.1,4083,1
418.3,19.3,4084,1
459.9,20.34,4085,1
109.2,20.68,4086,1
296.7,20.7,4087,1
105.2,19.2,4088,1
3.29,9.6,4089,1
74.36,10.2,4090,1
159,12.2,4091,1
295.3,15.7,4092,1
424.7,17.9,4093,1
282.8,17.34,4094,1
234.9,18.74,4095,1
99.8,17.6,4096,1
73.04,16.7,4097,1
18.01,15.8,4098,1
40.32,9,4099,1
84.6,10,4100,1
122.4,12.4,4101,1
161.9,15,4102,1
336.7,15.6,4103,1
329.8,17.1,4104,1
264.6,18.42,4105,1
126.6,18.6,4106,1
56.54,18.1,4107,1
4.61,16.8,4108,1
44.33,10.14,4109,1
133.4,11.9,4110,1
204.5,15.4,4111,1
298.8,16.5,4112,1
149.7,15.88,4113,1
111.9,16,4114,1
131.4,15.8,4115,1
92.8,15.4,4116,1
27.11,14.6,4117,1
9.11,9.34,4118,1
45.53,9.4,4119,1
159.6,10.3,4120,1
349.6,11.4,4121,1
171.5,12.3,4122,1
215.3,13.5,4123,1
151.5,13.7,4124,1
158.9,14.22,4125,1
34.31,13.9,4126,1
0.77,13.3,4127,1
2.35,16.06,4128,1
9.99,14.56,4129,1
27.21,14.3,4130,1
49.73,13.5,4131,1
36.47,13.2,4132,1
44.25,13.5,4133,1
14.51,13.28,4134,1
11.29,12.6,4135,1
2.37,11.74,4136,1
9,8.5,4137,1
89.5,8.7,4138,1
71.97,8.8,4139,1
204.3,10.7,4140,1
121,12.38,4141,1
203.4,12,4142,1
101.2,11.4,4143,1
49.66,11.06,4144,1
29.28,10,4145,1
1.28,9.8,4146,1
119.4,8.6,4147,1
33.83,9.6,4148,1
71.75,10.1,4149,1
83.7,10.5,4150,1
530.4,11.5,4151,1
200.6,12.44,4152,1
110.9,11.9,4153,1
204.5,13.7,4154,1
32.3,11.6,4155,1
10.06,5.2,4156,1
107.6,6.2,4157,1
201.2,8.5,4158,1
623.4,10.8,4159,1
408.7,9.7,4160,1
209.5,10.8,4161,1
45.3,10.6,4162,1
107.5,12.7,4163,1
45.4,11.9,4164,1
2.31,10.9,4165,1
6.28,9.26,4166,1
16.2,9.7,4167,1
28.04,9.6,4168,1
55.18,9.84,4169,1
178.1,10.6,4170,1
44.39,11.32,4171,1
41.5,10.74,4172,1
40.06,9.7,4173,1
6.16,9.9,4174,1
29.22,10.5,4175,1
149.4,11.5,4176,1
385.4,13.7,4177,1
454.7,15,4178,1
459,15.26,4179,1
287.7,15.4,4180,1
404.9,16.1,4181,1
194.1,15.48,4182,1
72.58,14.9,4183,1
0.5,14.2,4184,1
38.1,9.9,4185,1
67.32,10,4186,1
245.4,10.18,4187,1
210.3,10.1,4188,1
217.3,11.2,4189,1
116.4,11.7,4190,1
281.4,11.7,4191,1
92.3,11.7,4192,1
18.24,11.5,4193,1
30.64,9.6,4194,1
189.2,11.86,4195,1
370,13.74,4196,1
400.3,14.18,4197,1
178.8,14.4,4198,1
270.5,14.4,4199,1
435.7,15.3,4200,1
284.2,15.94,4201,1
157.8,14.8,4202,1
0.76,12.9,4203,1
8,12.44,4204,1
22.45,11,4205,1
15.23,10,4206,1
33.31,9.9,4207,1
43.38,10.4,4208,1
47.19,10.6,4209,1
70.74,11.52,4210,1
22.72,11.4,4211,1
8.04,10.5,4212,1
7.99,10.7,4213,1
43.38,11.1,4214,1
64.8,11.5,4215,1
126.2,11.9,4216,1
268.8,12.6,4217,1
92.6,13.2,4218,1
114.2,13.3,4219,1
105.2,13.4,4220,1
20.05,13.2,4221,1
0.4,12.8,4222,1
33.9,13.5,4223,1
73.88,14.4,4224,1
82.5,14.9,4225,1
139.9,15,4226,1
177,15.7,4227,1
235,16.34,4228,1
152,16.52,4229,1
156.4,16.64,4230,1
52.54,16.36,4231,1
16.96,9.1,4232,1
202.6,9.6,4233,1
346.6,11.82,4234,1
547.9,13.54,4235,1
177.8,13.6,4236,1
166.2,13.1,4237,1
151.3,13.8,4238,1
112.5,13.6,4239,1
73.58,13.5,4240,1
2.32,13,4241,1
130.5,12.6,4242,1
265.6,14.5,4243,1
442.1,15.3,4244,1
656.2,16.36,4245,1
464.3,16.64,4246,1
432.5,17.4,4247,1
345.5,17.88,4248,1
224.2,17.3,4249,1
31.33,16.2,4250,1
15.32,11.1,4251,1
67.2,11.46,4252,1
86.9,11.9,4253,1
36.25,10.5,4254,1
73.99,10.7,4255,1
40.3,11.5,4256,1
22.91,11.98,4257,1
64.9,12,4258,1
26.62,11.8,4259,1
2.73,11.92,4260,1
126.8,4.34,4261,1
278.6,7.08,4262,1
399.7,9.34,4263,1
474,10.6,4264,1
490.4,12.1,4265,1
451.4,12.96,4266,1
357.7,13,4267,1
223.1,12.88,4268,1
31.22,12.2,4269,1
40.38,6.02,4270,1
211.3,7.92,4271,1
352.2,8.9,4272,1
451.1,11.1,4273,1
497.3,11.82,4274,1
483.9,13.1,4275,1
416.6,13.3,4276,1
299.2,13.5,4277,1
185.5,12.8,4278,1
1.52,11.6,4279,1
121.2,3,4280,1
178.5,6.52,4281,1
424.7,9.94,4282,1
468.2,11.36,4283,1
483.1,12.6,4284,1
441.2,13.02,4285,1
303.2,13.3,4286,1
208.8,12.92,4287,1
33.32,10.94,4288,1
40.03,1.2,4289,1
195.6,5.54,4290,1
334.3,8.6,4291,1
435.8,10.5,4292,1
483,12.82,4293,1
472.7,13.5,4294,1
408.4,13.6,4295,1
292.9,13.5,4296,1
167.9,13.4,4297,1
2.36,11.54,4298,1
66.98,3.58,4299,1
164,5.98,4300,1
89.4,8.2,4301,1
99.8,8.5,4302,1
183.2,8.42,4303,1
133.5,8.5,4304,1
101,8.4,4305,1
45.72,8.3,4306,1
10.63,8,4307,1
12.48,1.7,4308,1
63.54,2.4,4309,1
338.4,6.5,4310,1
443.6,12.1,4311,1
499.4,12.4,4312,1
498.3,11.92,4313,1
432,12.3,4314,1
319,11.58,4315,1
171.8,10.8,4316,1
5.75,9.7,4317,1
118.9,0.7,4318,1
276.9,2.6,4319,1
405.6,5.5,4320,1
484.3,7.3,4321,1
507,9.7,4322,1
472.3,10.42,4323,1
386.8,12.12,4324,1
250,13,4325,1
46.16,12.2,4326,1
11.78,-0.8,4327,1
166,1.12,4328,1
309.1,6.8,4329,1
420.9,7.5,4330,1
478.8,8.5,4331,1
479.5,9.74,4332,1
421.1,10.3,4333,1
314.7,10.4,4334,1
171.2,10.12,4335,1
14.53,8.4,4336,1
84.2,-0.96,4337,1
242.5,4.46,4338,1
389,7.52,4339,1
451.7,8.2,4340,1
489.7,9.5,4341,1
466,10.02,4342,1
385.7,10.9,4343,1
256.2,11,4344,1
127.3,10.24,4345,1
3.54,-0.4,4346,1
150.9,1.6,4347,1
277.2,7.46,4348,1
410.3,8.14,4349,1
471.8,9.98,4350,1
479.7,11.74,4351,1
430.2,12.7,4352,1
331.6,13,4353,1
190.5,12.9,4354,1
25.18,11.6,4355,1
9.49,3.3,4356,1
54.86,5.7,4357,1
210.1,6.4,4358,1
300.7,8.1,4359,1
327.9,10.34,4360,1
459.1,10.7,4361,1
402.7,12.58,4362,1
212.6,13.4,4363,1
152.8,13.3,4364,1
4.25,11.9,4365,1
120.8,4.82,4366,1
288.1,8.64,4367,1
352.8,10.84,4368,1
370.6,12.7,4369,1
376.5,13.48,4370,1
290.9,14.16,4371,1
334.7,15.6,4372,1
191.3,14.54,4373,1
39.79,14.1,4374,1
17.84,4.6,4375,1
193.1,9,4376,1
331.6,11.54,4377,1
434.6,14,4378,1
486.9,15.82,4379,1
482.2,17,4380,1
423,17.3,4381,1
314,16.84,4382,1
172.6,17.4,4383,1
10.5,16.4,4384,1
91.5,5.2,4385,1
248.9,9.9,4386,1
382.2,13.8,4387,1
467.6,16.7,4388,1
499.1,17.5,4389,1
475.4,19,4390,1
395.5,19.9,4391,1
272.8,20.1,4392,1
115.4,19.2,4393,1
5.48,7.4,4394,1
77.96,9,4395,1
274.6,12.9,4396,1
425,14.44,4397,1
521.9,18.16,4398,1
346.3,18.9,4399,1
240.4,17.5,4400,1
354.3,18.86,4401,1
236.7,18.6,4402,1
69.34,17,4403,1
22.42,9.42,4404,1
68.24,10.3,4405,1
125,12,4406,1
112,12.7,4407,1
152.2,12.9,4408,1
157.6,13.8,4409,1
136.2,14.3,4410,1
89.9,14.4,4411,1
40.42,13.8,4412,1
7.02,13.02,4413,1
47.12,8.38,4414,1
88,10.2,4415,1
259.3,12.34,4416,1
277.9,14.66,4417,1
533.3,15.88,4418,1
425.9,17.36,4419,1
272.4,17,4420,1
163.7,17.32,4421,1
65.13,17.4,4422,1
3.9,7.46,4423,1
97.6,7,4424,1
269.4,10.5,4425,1
389.6,13.1,4426,1
463.5,15.22,4427,1
415.1,16.52,4428,1
421.7,17.7,4429,1
334.3,17.96,4430,1
166.4,17.1,4431,1
61.71,16.1,4432,1
14.82,7.3,4433,1
259.2,8.92,4434,1
267.5,12.8,4435,1
266.8,13.3,4436,1
456.3,14.8,4437,1
475.2,15.9,4438,1
451,16.7,4439,1
126.6,15.54,4440,1
86.5,14.8,4441,1
28,14.5,4442,1
26.19,6.9,4443,1
87.8,8.6,4444,1
228.5,9.24,4445,1
275.5,11.4,4446,1
590.3,13.3,4447,1
525.2,14.46,4448,1
424.2,15.28,4449,1
305.8,14.4,4450,1
150.7,14.7,4451,1
7.25,12.76,4452,1
82.9,5.88,4453,1
244.1,9.88,4454,1
373.5,12.22,4455,1
472.9,12.9,4456,1
503.8,13.54,4457,1
484,14.1,4458,1
405.6,15,4459,1
303.7,15.6,4460,1
76.37,14.7,4461,1
8.45,1.6,4462,1
84.8,3.78,4463,1
225,7.54,4464,1
473.3,13,4465,1
266.8,14.84,4466,1
493,14.6,4467,1
378.9,15.44,4468,1
229.9,17,4469,1
169.3,14.8,4470,1
31.08,12.26,4471,1
2.02,5.6,4472,1
25.57,6,4473,1
231.3,7,4474,1
170.8,9.62,4475,1
233.5,11.6,4476,1
280.7,12.82,4477,1
309.6,13.3,4478,1
158.6,13.8,4479,1
160.5,13.44,4480,1
10.49,11.8,4481,1
12.17,7.4,4482,1
37.05,7.8,4483,1
36.53,8.3,4484,1
87.9,8.68,4485,1
153.6,9.3,4486,1
95,9.7,4487,1
196.9,10.44,4488,1
122.8,10.84,4489,1
98.3,12.4,4490,1
21.08,10.76,4491,1
9.19,6.4,4492,1
79.84,6.6,4493,1
129.5,7.1,4494,1
170.5,8.04,4495,1
236.1,8.7,4496,1
176.9,9.5,4497,1
147.1,9.86,4498,1
385.5,10.98,4499,1
100.5,10.7,4500,1
15.98,10.2,4501,1
9.07,8.9,4502,1
35.96,9.3,4503,1
93.2,9.8,4504,1
117.3,10.4,4505,1
156.3,11.4,4506,1
112.4,12,4507,1
135,12.3,4508,1
81.6,12.8,4509,1
38.09,12.5,4510,1
4.51,11.9,4511,1
9.33,9.8,4512,1
37.03,10.1,4513,1
43.43,10.5,4514,1
62.87,10.8,4515,1
59.61,10.46,4516,1
71.31,10.6,4517,1
74.1,10.9,4518,1
76.91,11.2,4519,1
47.98,11.4,4520,1
5.71,10.9,4521,1
67.23,9.1,4522,1
213.7,10.2,4523,1
194.6,10.64,4524,1
489.7,11.4,4525,1
598.2,12.26,4526,1
489.5,14.4,4527,1
434,13.22,4528,1
312.7,13.8,4529,1
153.3,12.9,4530,1
4.59,11.3,4531,1
31.83,7,4532,1
93.1,7.88,4533,1
217.2,8.6,4534,1
196.8,9.5,4535,1
226.9,9.4,4536,1
447.2,10.98,4537,1
266.2,12.9,4538,1
154.6,11.7,4539,1
170.8,13.1,4540,1
3.17,11.8,4541,1
17.78,7.4,4542,1
52.66,7.6,4543,1
84.8,7.9,4544,1
117,8.46,4545,1
254.7,10,4546,1
509.8,12.04,4547,1
424.8,13.2,4548,1
302.7,15.1,4549,1
146,13.9,4550,1
3.37,11.9,4551,1
19.23,5.6,4552,1
45.78,5.5,4553,1
96.2,5.68,4554,1
134.1,6.1,4555,1
187.2,6.52,4556,1
566.2,9.28,4557,1
444.4,11,4558,1
318.7,11.4,4559,1
160.9,11.7,4560,1
7.01,9.7,4561,1
31.39,4.6,4562,1
95.8,4.5,4563,1
274.9,5.4,4564,1
512.1,7.66,4565,1
